epoch,loss,mae,val_loss,val_mae,learning_rate
34,0.0020620881114155054,0.0347626768052578,0.00041202816646546125,0.017203660681843758,6.25000029685907e-05
35,0.0018575903959572315,0.033136844635009766,0.0005299480981193483,0.020264655351638794,6.25000029685907e-05
36,0.0020379708148539066,0.034573812037706375,0.00043243682011961937,0.017721345648169518,6.25000029685907e-05
37,0.0020557253155857325,0.03436005860567093,0.0005754806334152818,0.02047218568623066,6.25000029685907e-05
38,0.00212736870162189,0.034800995141267776,0.0003921796742361039,0.016433032229542732,3.125000148429535e-05
39,0.002087701577693224,0.0347982719540596,0.00046418007696047425,0.018373306840658188,3.125000148429535e-05
40,0.001996055245399475,0.034308914095163345,0.00034343465813435614,0.015062463469803333,3.125000148429535e-05
41,0.0019319093553349376,0.033636994659900665,0.0004518724454101175,0.017820844426751137,3.125000148429535e-05
42,0.0019085321109741926,0.03355397656559944,0.0003951401449739933,0.01653108559548855,3.125000148429535e-05
43,0.0019138174830004573,0.033511437475681305,0.00047720427392050624,0.018451452255249023,1.5625000742147677e-05
44,0.0020397582557052374,0.034352440387010574,0.00040798107511363924,0.016945257782936096,1.5625000742147677e-05
45,0.0019201685208827257,0.03368613123893738,0.0004187189624644816,0.017490198835730553,1.5625000742147677e-05
46,0.001908431644551456,0.0333239920437336,0.0003985190996900201,0.016860295087099075,1.5625000742147677e-05
47,0.001849863794632256,0.03293406218290329,0.0003221798106096685,0.014819679781794548,1.5625000742147677e-05
48,0.0019547143019735813,0.03401028364896774,0.00029782860656268895,0.014218220487236977,7.812500371073838e-06
49,0.002018104074522853,0.034768104553222656,0.00036060891579836607,0.016067108139395714,7.812500371073838e-06
50,0.0019193675834685564,0.03333612158894539,0.0003885884943883866,0.016832277178764343,7.812500371073838e-06
51,0.001972347963601351,0.03397252410650253,0.0004363690968602896,0.01796933449804783,7.812500371073838e-06
52,0.0019478821195662022,0.033267926424741745,0.0003957559238187969,0.016881871968507767,7.812500371073838e-06
53,0.0018848165636882186,0.03299621865153313,0.00040559907210990787,0.017134426161646843,3.906250185536919e-06
54,0.0020548554603010416,0.03477872535586357,0.00040388814522884786,0.017145099118351936,3.906250185536919e-06
55,0.0019365808693692088,0.03350997716188431,0.0003747737791854888,0.016396082937717438,3.906250185536919e-06
56,0.0019333662930876017,0.03388318419456482,0.0003618302580434829,0.016120944172143936,3.906250185536919e-06
57,0.0019926989916712046,0.03437396138906479,0.0003857214469462633,0.016780011355876923,3.906250185536919e-06
58,0.0019103646045550704,0.033625178039073944,0.0003803782456088811,0.016617340967059135,1.9531250927684596e-06
59,0.0018765294225886464,0.03341561183333397,0.0004003652138635516,0.017158204689621925,1.9531250927684596e-06
