epoch,loss,mae,val_loss,val_mae,learning_rate
1,0.1221056878566742,0.2884531021118164,0.031221618875861168,0.14366093277931213,0.0010000000474974513
2,0.02657940983772278,0.1297173798084259,0.018221117556095123,0.1080489456653595,0.0010000000474974513
3,0.021205132827162743,0.11618761718273163,0.012067513540387154,0.08832404017448425,0.0010000000474974513
4,0.014697754755616188,0.09635897725820541,0.00800230074673891,0.07309259474277496,0.0010000000474974513
5,0.01217329315841198,0.08655212819576263,0.0032812654972076416,0.04462607577443123,0.0010000000474974513
6,0.010760834440588951,0.08094681054353714,0.006549007724970579,0.07100367546081543,0.0010000000474974513
7,0.009506670758128166,0.0762636661529541,0.004858077969402075,0.05835426598787308,0.0010000000474974513
8,0.008538326248526573,0.07157081365585327,0.004433896392583847,0.05751688778400421,0.0010000000474974513
9,0.008397351950407028,0.07137667387723923,0.0026512553449720144,0.04147637262940407,0.0010000000474974513
10,0.007386369165033102,0.0659293383359909,0.0053948606364429,0.06559861451387405,0.0010000000474974513
11,0.00733729125931859,0.06617454439401627,0.001960072200745344,0.03417088836431503,0.0010000000474974513
12,0.006482242606580257,0.061901167035102844,0.0017046027351170778,0.03200386092066765,0.0010000000474974513
13,0.006143746431916952,0.06010843440890312,0.0028066986706107855,0.045247312635183334,0.0010000000474974513
14,0.005774219520390034,0.05855217203497887,0.002071929629892111,0.03750978410243988,0.0010000000474974513
15,0.005483156535774469,0.05739791691303253,0.003100653877481818,0.04898018017411232,0.0010000000474974513
16,0.005552074871957302,0.05753159523010254,0.0027545825578272343,0.045837052166461945,0.0010000000474974513
17,0.00525988033041358,0.05579659342765808,0.0014472512993961573,0.029900172725319862,0.0010000000474974513
18,0.004845019895583391,0.053364258259534836,0.001113813603296876,0.025206610560417175,0.0010000000474974513
19,0.004956058692187071,0.05365589261054993,0.0010646457085385919,0.024487094953656197,0.0010000000474974513
20,0.004803308751434088,0.053974561393260956,0.0008571237558498979,0.021174335852265358,0.0010000000474974513
21,0.004943067207932472,0.05404948070645332,0.0006875639664940536,0.01956799253821373,0.0010000000474974513
22,0.004877009894698858,0.054110944271087646,0.0008456730865873396,0.021315395832061768,0.0010000000474974513
23,0.004015092272311449,0.0489191897213459,0.0009762335103005171,0.022928055375814438,0.0010000000474974513
24,0.004108119290322065,0.04921024292707443,0.0005681149777956307,0.016696926206350327,0.0010000000474974513
25,0.003987516276538372,0.049152545630931854,0.0006059766164980829,0.017814842984080315,0.0010000000474974513
26,0.004017218016088009,0.05005045235157013,0.0012930275406688452,0.02811942808330059,0.0010000000474974513
27,0.004255030304193497,0.05036268010735512,0.0012584563810378313,0.0277551282197237,0.0010000000474974513
28,0.004130910616368055,0.04908064380288124,0.0010119981598109007,0.025400031358003616,0.0010000000474974513
